150,150
68,60
69,60
70,60
74,60
75,60
76,60
67,61
70,61
74,61
77,61
48,62
49,62
50,62
51,62
70,62
74,62
93,62
94,62
95,62
96,62
48,63
52,63
70,63
74,63
92,63
96,63
48,64
57,64
70,64
74,64
87,64
96,64
49,65
52,65
55,65
56,65
59,65
85,65
88,65
89,65
92,65
95,65
54,66
60,66
68,66
69,66
70,66
74,66
75,66
76,66
84,66
90,66
54,67
60,67
69,67
75,67
84,67
90,67
54,68
60,68
69,68
70,68
71,68
72,68
73,68
74,68
75,68
84,68
90,68
49,69
52,69
55,69
56,69
59,69
62,69
63,69
68,69
76,69
81,69
82,69
85,69
88,69
89,69
92,69
95,69
48,70
57,70
61,70
62,70
67,70
68,70
69,70
70,70
71,70
72,70
73,70
74,70
75,70
76,70
77,70
82,70
83,70
87,70
96,70
48,71
52,71
62,71
63,71
81,71
82,71
92,71
96,71
48,72
49,72
50,72
51,72
63,72
64,72
65,72
66,72
67,72
68,72
69,72
70,72
71,72
72,72
73,72
74,72
75,72
76,72
77,72
78,72
79,72
80,72
81,72
93,72
94,72
95,72
96,72
64,73
66,73
78,73
80,73
67,74
68,74
69,74
70,74
71,74
72,74
73,74
74,74
75,74
76,74
77,74
67,75
77,75
68,76
69,76
70,76
71,76
72,76
73,76
74,76
75,76
76,76
72,77
68,78
69,78
70,78
74,78
75,78
76,78
70,79
74,79
69,81
70,81
71,81
73,81
74,81
75,81
69,82
70,82
71,82
73,82
74,82
75,82
68,83
70,83
71,83
73,83
74,83
76,83
68,84
69,84
70,84
74,84
75,84
76,84
69,85
75,85
